seg_id	src_raw	tgt_raw	prompt	prompt_len	thresholds
ORG_WR_EN_DE_006064-14	So after a short post-mortem, the IGC must resume and must conclude its work under the Irish presidency.	Die Regierungskonferenz muss also nach einer kurzen Auswertung ihre Arbeit wieder aufnehmen und unter dem irischen Ratsvorsitz zum Abschluss bringen.	"Your task is to re-write a human translation in a more natural way if necessary.
Here is an original English text: ```So after a short post-mortem, the IGC must resume and must conclude its work under the Irish presidency.```
This is its human translation into German: ```Die Regierungskonferenz muss also nach einer kurzen Auswertung ihre Arbeit wieder aufnehmen und unter dem irischen Ratsvorsitz zum Abschluss bringen.```  
If this translation can be revised to sound more like a text originally produced in the target language, return a revised version. If this translation sounds natural enough, return the input translation.
Do not add any meta-phrases or quotation marks. Do not copy the original text."	84.0	[]
ORG_WR_EN_DE_006064-15	The Irish have Mr Ahern, one of Europe's most seasoned negotiators, and Mr Cox, the President of our own House, whose joy at the Charlemagne Prize we share.	Die Iren verfügen mit Herrn Ahern über einen der erfahrensten Verhandlungsführer Europas und mit Herrn Cox, dessen Freude über den Karlspreis wir teilen, über den Präsidenten unseres eigenen Hauses.	"Your task is to re-write a human translation in a more natural way if necessary.
Here is an original English text: ```The Irish have Mr Ahern, one of Europe's most seasoned negotiators, and Mr Cox, the President of our own House, whose joy at the Charlemagne Prize we share.```
This is its human translation into German: ```Die Iren verfügen mit Herrn Ahern über einen der erfahrensten Verhandlungsführer Europas und mit Herrn Cox, dessen Freude über den Karlspreis wir teilen, über den Präsidenten unseres eigenen Hauses.```  
If this translation can be revised to sound more like a text originally produced in the target language, return a revised version. If this translation sounds natural enough, return the input translation.
Do not add any meta-phrases or quotation marks. Do not copy the original text."	98.25	[]
ORG_WR_EN_DE_006064-16	It may be possible to relaunch the European Union.	Vielleicht gelingt uns eine Art Wiedergeburt der Europäischen Union.	"Your task is to re-write a human translation in a more natural way if necessary.
Here is an original English text: ```It may be possible to relaunch the European Union.```
This is its human translation into German: ```Vielleicht gelingt uns eine Art Wiedergeburt der Europäischen Union.```  
If this translation can be revised to sound more like a text originally produced in the target language, return a revised version. If this translation sounds natural enough, return the input translation.
Do not add any meta-phrases or quotation marks. Do not copy the original text."	69.0	[]
ORG_WR_EN_DE_006064-17	Our first Constitution deserves public debate and endorsement, and that requires a Treaty before the European elections in June 2004.	Unsere erste Verfassung verdient, von der Öffentlichkeit diskutiert und akzeptiert zu werden. Und dazu brauchen wir vor den Europawahlen im Juni 2004 einen Vertrag.	"Your task is to re-write a human translation in a more natural way if necessary.
Here is an original English text: ```Our first Constitution deserves public debate and endorsement, and that requires a Treaty before the European elections in June 2004.```
This is its human translation into German: ```Unsere erste Verfassung verdient, von der Öffentlichkeit diskutiert und akzeptiert zu werden. Und dazu brauchen wir vor den Europawahlen im Juni 2004 einen Vertrag.```  
If this translation can be revised to sound more like a text originally produced in the target language, return a revised version. If this translation sounds natural enough, return the input translation.
Do not add any meta-phrases or quotation marks. Do not copy the original text."	88.5	[]
ORG_WR_EN_DE_006064-18	I would like to underline the extent of the concern felt by Liberal Democrats and Reformers in this House and beyond and our feeling that the actions of the larger Member States are plunging the European Union into a crisis which could endanger the democratic nature of our Union.	Ich möchte auf die große Sorge seitens der freien Demokraten und Reformer in diesem Haus und darüber hinaus sowie unsere Befürchtungen verweisen, dass die Handlungen der größeren Mitgliedstaaten die Europäische Union in eine Krise stürzen könnten, die den demokratischen Charakter unserer Union gefährden könnte.	"Your task is to re-write a human translation in a more natural way if necessary.
Here is an original English text: ```I would like to underline the extent of the concern felt by Liberal Democrats and Reformers in this House and beyond and our feeling that the actions of the larger Member States are plunging the European Union into a crisis which could endanger the democratic nature of our Union.```
This is its human translation into German: ```Ich möchte auf die große Sorge seitens der freien Demokraten und Reformer in diesem Haus und darüber hinaus sowie unsere Befürchtungen verweisen, dass die Handlungen der größeren Mitgliedstaaten die Europäische Union in eine Krise stürzen könnten, die den demokratischen Charakter unserer Union gefährden könnte.```  
If this translation can be revised to sound more like a text originally produced in the target language, return a revised version. If this translation sounds natural enough, return the input translation.
Do not add any meta-phrases or quotation marks. Do not copy the original text."	125.25	[]
ORG_WR_EN_DE_006064-19	The summit conclusions are also a disappointment to us.	Wir sind ferner von den Schlussfolgerungen des Gipfels enttäuscht.	"Your task is to re-write a human translation in a more natural way if necessary.
Here is an original English text: ```The summit conclusions are also a disappointment to us.```
This is its human translation into German: ```Wir sind ferner von den Schlussfolgerungen des Gipfels enttäuscht.```  
If this translation can be revised to sound more like a text originally produced in the target language, return a revised version. If this translation sounds natural enough, return the input translation.
Do not add any meta-phrases or quotation marks. Do not copy the original text."	69.0	[]
ORG_WR_EN_DE_006064-20	There is nothing on Guantanamo Bay, despite the explicit demand of this House that our leaders should uphold the rights of the detainees.	So wird trotz der ausdrücklichen Forderung dieses Hauses, dass sich die Staats- und Regierungschefs für die Rechte der Gefangenen von Guantanamo Bay einsetzen sollen, keine Aussage dazu getroffen.	"Your task is to re-write a human translation in a more natural way if necessary.
Here is an original English text: ```There is nothing on Guantanamo Bay, despite the explicit demand of this House that our leaders should uphold the rights of the detainees.```
This is its human translation into German: ```So wird trotz der ausdrücklichen Forderung dieses Hauses, dass sich die Staats- und Regierungschefs für die Rechte der Gefangenen von Guantanamo Bay einsetzen sollen, keine Aussage dazu getroffen.```  
If this translation can be revised to sound more like a text originally produced in the target language, return a revised version. If this translation sounds natural enough, return the input translation.
Do not add any meta-phrases or quotation marks. Do not copy the original text."	93.75	[]
ORG_WR_EN_DE_006064-21	On Russia, the conclusions scandalously make no reference to elections which the OSCE called 'a regression in the democratisation process'.	Es ist ein Skandal, dass in den Schlussfolgerungen mit keiner Silbe auf die Wahlen in Russland eingegangen wird, obwohl sie von der OSZE als ein Rückschritt für den Demokratisierungsprozess bezeichnet worden waren.	"Your task is to re-write a human translation in a more natural way if necessary.
Here is an original English text: ```On Russia, the conclusions scandalously make no reference to elections which the OSCE called 'a regression in the democratisation process'.```
This is its human translation into German: ```Es ist ein Skandal, dass in den Schlussfolgerungen mit keiner Silbe auf die Wahlen in Russland eingegangen wird, obwohl sie von der OSZE als ein Rückschritt für den Demokratisierungsprozess bezeichnet worden waren.```  
If this translation can be revised to sound more like a text originally produced in the target language, return a revised version. If this translation sounds natural enough, return the input translation.
Do not add any meta-phrases or quotation marks. Do not copy the original text."	94.5	[]
ORG_WR_EN_DE_006064-22	The decision to bring the People's Republic of China into the Galileo programme seems to have encouraged talk of the lifting of the European embargo on selling arms to the world's only significant remaining Communist dictatorship.	Die Entscheidung, die Volksrepublik China in das Galileo-Programm aufzunehmen, scheint Mutmaßungen über eine Aufhebung des europäischen Embargos bezüglich des Verkaufs von Waffen an die einzige noch verbleibende bedeutende kommunistische Diktatur neuen Auftrieb zu geben.	"Your task is to re-write a human translation in a more natural way if necessary.
Here is an original English text: ```The decision to bring the People's Republic of China into the Galileo programme seems to have encouraged talk of the lifting of the European embargo on selling arms to the world's only significant remaining Communist dictatorship.```
This is its human translation into German: ```Die Entscheidung, die Volksrepublik China in das Galileo-Programm aufzunehmen, scheint Mutmaßungen über eine Aufhebung des europäischen Embargos bezüglich des Verkaufs von Waffen an die einzige noch verbleibende bedeutende kommunistische Diktatur neuen Auftrieb zu geben.```  
If this translation can be revised to sound more like a text originally produced in the target language, return a revised version. If this translation sounds natural enough, return the input translation.
Do not add any meta-phrases or quotation marks. Do not copy the original text."	108.0	[]
ORG_WR_EN_DE_006064-23	On all these issues, the Council behaved as if it is ashamed of our values or ignorant of them altogether.	In all diesen Fragen verhielt sich der Rat, als schäme er sich unserer Werte oder als seien ihm diese gänzlich unbekannt.	"Your task is to re-write a human translation in a more natural way if necessary.
Here is an original English text: ```On all these issues, the Council behaved as if it is ashamed of our values or ignorant of them altogether.```
This is its human translation into German: ```In all diesen Fragen verhielt sich der Rat, als schäme er sich unserer Werte oder als seien ihm diese gänzlich unbekannt.```  
If this translation can be revised to sound more like a text originally produced in the target language, return a revised version. If this translation sounds natural enough, return the input translation.
Do not add any meta-phrases or quotation marks. Do not copy the original text."	86.25	[]
ORG_WR_EN_DE_006064-24	At your press conference after the summit, President-in-Office, you said that but for the IGC, your presidency would be remembered as 'the most glorious of recent years'.	Herr amtierender Ratspräsident, Sie sagten auf der Pressekonferenz nach dem Gipfel, dass abgesehen von der Regierungskonferenz Ihr Ratsvorsitz als der glorreichste der jüngsten Vergangenheit in die Geschichte eingehen werde.	"Your task is to re-write a human translation in a more natural way if necessary.
Here is an original English text: ```At your press conference after the summit, President-in-Office, you said that but for the IGC, your presidency would be remembered as 'the most glorious of recent years'.```
This is its human translation into German: ```Herr amtierender Ratspräsident, Sie sagten auf der Pressekonferenz nach dem Gipfel, dass abgesehen von der Regierungskonferenz Ihr Ratsvorsitz als der glorreichste der jüngsten Vergangenheit in die Geschichte eingehen werde.```  
If this translation can be revised to sound more like a text originally produced in the target language, return a revised version. If this translation sounds natural enough, return the input translation.
Do not add any meta-phrases or quotation marks. Do not copy the original text."	97.5	[]
ORG_WR_EN_DE_006064-25	Yet agreement on the five issues mentioned by the President of the Commission represents a meagre return on a presidency in which such high hopes were invested.	Eine Einigung zu den fünf vom Präsidenten der Kommission erwähnten Fragen stellt jedoch ein mageres Ergebnis eines Ratsvorsitzes dar, in den wir so große Hoffnungen gesetzt hatten.	"Your task is to re-write a human translation in a more natural way if necessary.
Here is an original English text: ```Yet agreement on the five issues mentioned by the President of the Commission represents a meagre return on a presidency in which such high hopes were invested.```
This is its human translation into German: ```Eine Einigung zu den fünf vom Präsidenten der Kommission erwähnten Fragen stellt jedoch ein mageres Ergebnis eines Ratsvorsitzes dar, in den wir so große Hoffnungen gesetzt hatten.```  
If this translation can be revised to sound more like a text originally produced in the target language, return a revised version. If this translation sounds natural enough, return the input translation.
Do not add any meta-phrases or quotation marks. Do not copy the original text."	96.0	[]
ORG_WR_EN_DE_006064-26	If this was a glorious success, I would be fascinated to know your definition of a failure.	Wenn das ein toller Erfolg war, dann wäre ich brennend an Ihrer Definition eines Fehlschlags interessiert.	"Your task is to re-write a human translation in a more natural way if necessary.
Here is an original English text: ```If this was a glorious success, I would be fascinated to know your definition of a failure.```
This is its human translation into German: ```Wenn das ein toller Erfolg war, dann wäre ich brennend an Ihrer Definition eines Fehlschlags interessiert.```  
If this translation can be revised to sound more like a text originally produced in the target language, return a revised version. If this translation sounds natural enough, return the input translation.
Do not add any meta-phrases or quotation marks. Do not copy the original text."	80.25	[]
ORG_WR_EN_DE_006064-27	You set your presidency the target of a Constitution by Christmas.	Sie haben sich als Ziel für Ihren Ratsvorsitz eine Verfassung bis Weihnachten gesetzt.	"Your task is to re-write a human translation in a more natural way if necessary.
Here is an original English text: ```You set your presidency the target of a Constitution by Christmas.```
This is its human translation into German: ```Sie haben sich als Ziel für Ihren Ratsvorsitz eine Verfassung bis Weihnachten gesetzt.```  
If this translation can be revised to sound more like a text originally produced in the target language, return a revised version. If this translation sounds natural enough, return the input translation.
Do not add any meta-phrases or quotation marks. Do not copy the original text."	73.5	[]
ORG_WR_EN_DE_006064-28	By your own standards, you have failed.	Sie haben demnach Ihr eigenes Ziel verfehlt.	bypassed re-writing pipeline	0.0	[]
ORG_WR_EN_DE_005905-1	On the one hand, there is no doubt that simplifying the existing vehicle tax system to remove obstacles and distortions to the free circulation of passenger cars within the internal market is long overdue.	Einerseits ist zweifelsohne die Vereinfachung der bestehenden Steuersysteme für Kraftfahrzeuge längst überfällig, um Hindernisse und Verzerrungen bei der Freizügigkeit von Personenkraftwagen im Binnenmarkt zu beseitigen.	"Your task is to re-write a human translation in a more natural way if necessary.
Here is an original English text: ```On the one hand, there is no doubt that simplifying the existing vehicle tax system to remove obstacles and distortions to the free circulation of passenger cars within the internal market is long overdue.```
This is its human translation into German: ```Einerseits ist zweifelsohne die Vereinfachung der bestehenden Steuersysteme für Kraftfahrzeuge längst überfällig, um Hindernisse und Verzerrungen bei der Freizügigkeit von Personenkraftwagen im Binnenmarkt zu beseitigen.```  
If this translation can be revised to sound more like a text originally produced in the target language, return a revised version. If this translation sounds natural enough, return the input translation.
Do not add any meta-phrases or quotation marks. Do not copy the original text."	99.75	[]
ORG_WR_EN_DE_005905-2	In fact, the prospect of a free market in cars was one of the most talked-about issues dangled tantalisingly in front of our citizens as we embarked on the single market – in Ireland, in any case.	Der freie Automobilmarkt war eigentlich einer der meist gepriesenen Vorteile, die wir unseren Bürgern verlockend in Aussicht stellten als wir die Schaffung des Binnenmarkts in Angriff nahmen – in Irland jedenfalls.	"Your task is to re-write a human translation in a more natural way if necessary.
Here is an original English text: ```In fact, the prospect of a free market in cars was one of the most talked-about issues dangled tantalisingly in front of our citizens as we embarked on the single market – in Ireland, in any case.```
This is its human translation into German: ```Der freie Automobilmarkt war eigentlich einer der meist gepriesenen Vorteile, die wir unseren Bürgern verlockend in Aussicht stellten als wir die Schaffung des Binnenmarkts in Angriff nahmen – in Irland jedenfalls.```  
If this translation can be revised to sound more like a text originally produced in the target language, return a revised version. If this translation sounds natural enough, return the input translation.
Do not add any meta-phrases or quotation marks. Do not copy the original text."	106.5	[]
ORG_WR_EN_DE_005905-3	My country is one of the ten member states with a vehicle registration tax.	Mein Land ist eines der zehn Mitgliedstaaten, die eine Zulassungssteuer für Kraftfahrzeuge erheben.	"Your task is to re-write a human translation in a more natural way if necessary.
Here is an original English text: ```My country is one of the ten member states with a vehicle registration tax.```
This is its human translation into German: ```Mein Land ist eines der zehn Mitgliedstaaten, die eine Zulassungssteuer für Kraftfahrzeuge erheben.```  
If this translation can be revised to sound more like a text originally produced in the target language, return a revised version. If this translation sounds natural enough, return the input translation.
Do not add any meta-phrases or quotation marks. Do not copy the original text."	75.75	[]
ORG_WR_EN_DE_005905-4	It is a very high one: I think Finland may beat us but we are certainly up there with them.	Sie ist außerordentlich hoch: Finnland mag uns vielleicht noch übertreffen, aber wir gehören auf alle Fälle mit ihnen zu den Spitzenreitern.	"Your task is to re-write a human translation in a more natural way if necessary.
Here is an original English text: ```It is a very high one: I think Finland may beat us but we are certainly up there with them.```
This is its human translation into German: ```Sie ist außerordentlich hoch: Finnland mag uns vielleicht noch übertreffen, aber wir gehören auf alle Fälle mit ihnen zu den Spitzenreitern.```  
If this translation can be revised to sound more like a text originally produced in the target language, return a revised version. If this translation sounds natural enough, return the input translation.
Do not add any meta-phrases or quotation marks. Do not copy the original text."	86.25	[]
ORG_WR_EN_DE_005905-5	This keeps the prices of passenger cars and all road vehicles amongst the most expensive in the EU, including imports of used cars.	Dadurch zählen die Preise für Personenkraftwagen und sämtliche Straßenfahrzeuge mit zu den höchsten in der EU, was auch für die Einfuhr von Gebrauchtwagen gilt.	"Your task is to re-write a human translation in a more natural way if necessary.
Here is an original English text: ```This keeps the prices of passenger cars and all road vehicles amongst the most expensive in the EU, including imports of used cars.```
This is its human translation into German: ```Dadurch zählen die Preise für Personenkraftwagen und sämtliche Straßenfahrzeuge mit zu den höchsten in der EU, was auch für die Einfuhr von Gebrauchtwagen gilt.```  
If this translation can be revised to sound more like a text originally produced in the target language, return a revised version. If this translation sounds natural enough, return the input translation.
Do not add any meta-phrases or quotation marks. Do not copy the original text."	90.75	[]
ORG_WR_EN_DE_005905-6	We have no indigenous car manufacturing plants, not even assembly plants.	Wir haben keine eigenen Automobilfabriken und nicht einmal Montagefabriken.	"Your task is to re-write a human translation in a more natural way if necessary.
Here is an original English text: ```We have no indigenous car manufacturing plants, not even assembly plants.```
This is its human translation into German: ```Wir haben keine eigenen Automobilfabriken und nicht einmal Montagefabriken.```  
If this translation can be revised to sound more like a text originally produced in the target language, return a revised version. If this translation sounds natural enough, return the input translation.
Do not add any meta-phrases or quotation marks. Do not copy the original text."	70.5	[]
ORG_WR_EN_DE_005905-7	Our cars are all imported, contributing nothing to employment and adversely affecting our balance of payments.	Unsere Kraftfahrzeuge werden alle importiert, was nicht zur Schaffung von Arbeitsplätzen beiträgt und sich negativ auf unsere Zahlungsbilanz auswirkt.	"Your task is to re-write a human translation in a more natural way if necessary.
Here is an original English text: ```Our cars are all imported, contributing nothing to employment and adversely affecting our balance of payments.```
This is its human translation into German: ```Unsere Kraftfahrzeuge werden alle importiert, was nicht zur Schaffung von Arbeitsplätzen beiträgt und sich negativ auf unsere Zahlungsbilanz auswirkt.```  
If this translation can be revised to sound more like a text originally produced in the target language, return a revised version. If this translation sounds natural enough, return the input translation.
Do not add any meta-phrases or quotation marks. Do not copy the original text."	81.75	[]
ORG_WR_EN_DE_005905-8	Our road network, notwithstanding Structural Fund generosity over the years, is creaking at the seams and our main towns and cities are gridlocked as our car population has increased dramatically in the last decade or so, and the graph continues relentlessly upwards.	Obwohl wir in den vergangenen Jahren großzügige Fördermittel aus dem Strukturfonds erhalten haben, befindet sich unser Straßennetz in einem maroden Zustand, und in unseren Klein- und Großstädten gehören Staus zur Tagesordnung, da die Anzahl unserer Kraftfahrzeuge im vergangenen Jahrzehnt erheblich zugenommen hat und die Kurve weiterhin unbarmherzig ansteigt.	"Your task is to re-write a human translation in a more natural way if necessary.
Here is an original English text: ```Our road network, notwithstanding Structural Fund generosity over the years, is creaking at the seams and our main towns and cities are gridlocked as our car population has increased dramatically in the last decade or so, and the graph continues relentlessly upwards.```
This is its human translation into German: ```Obwohl wir in den vergangenen Jahren großzügige Fördermittel aus dem Strukturfonds erhalten haben, befindet sich unser Straßennetz in einem maroden Zustand, und in unseren Klein- und Großstädten gehören Staus zur Tagesordnung, da die Anzahl unserer Kraftfahrzeuge im vergangenen Jahrzehnt erheblich zugenommen hat und die Kurve weiterhin unbarmherzig ansteigt.```  
If this translation can be revised to sound more like a text originally produced in the target language, return a revised version. If this translation sounds natural enough, return the input translation.
Do not add any meta-phrases or quotation marks. Do not copy the original text."	123.0	[]
ORG_WR_EN_DE_005905-9	In fact, the price of bullocks and the number of new car sales, in no particular order, have long been yardsticks of economic performance in Ireland.	Der Preis für Ochsen und die Anzahl neuer Autoverkäufe – ohne eine bestimmte Reihenfolge – dienten lange Zeit als Maßstäbe für die wirtschaftliche Leistung Irlands.	"Your task is to re-write a human translation in a more natural way if necessary.
Here is an original English text: ```In fact, the price of bullocks and the number of new car sales, in no particular order, have long been yardsticks of economic performance in Ireland.```
This is its human translation into German: ```Der Preis für Ochsen und die Anzahl neuer Autoverkäufe – ohne eine bestimmte Reihenfolge – dienten lange Zeit als Maßstäbe für die wirtschaftliche Leistung Irlands.```  
If this translation can be revised to sound more like a text originally produced in the target language, return a revised version. If this translation sounds natural enough, return the input translation.
Do not add any meta-phrases or quotation marks. Do not copy the original text."	93.75	[]
